Transaction ID,,Transaction effective date,Transaction amount,Credit or debit indicator,Statement description,High level transaction purpose,Mid level transaction purpose,Low level transaction purpose,Transaction code,Merchant ID,Product type,Snapshot date,Payment due day,Repayment amount,Previous repayment date
483,,9/30/2019,9873.72,Credit,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,Transfer,ATM,Groceries,445,6454,Home Loan,2/7/2021,20,2018.1,4/17/2021
484,,7/17/2021,1971.34,Debit,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,Transfer,Retail,Groceries,111,6063,Personal Loan,7/24/2019,26,3875.71,9/28/2021
485,,5/19/2019,7112.07,Debit,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,Purchase,ATM,Groceries,305,3698,Personal Loan,5/3/2019,12,3251.27,2/7/2020
486,,2/26/2019,264.43,Debit,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,Purchase,ATM,Entertainment,344,8267,Personal Loan,11/27/2020,3,1758.29,6/26/2019
487,,7/8/2021,2241.69,Credit,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,Purchase,Online,Utilities,224,2968,Personal Loan,4/8/2019,19,4386.15,3/10/2019
488,,3/23/2020,8397.3,Debit,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,Withdrawal,Retail,Entertainment,228,6064,Home Loan,8/2/2019,13,3265.49,10/18/2021
489,,12/3/2019,4054.73,Debit,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,Withdrawal,ATM,Utilities,618,9902,Personal Loan,7/17/2021,29,1022.46,11/20/2020
490,,7/31/2021,9485.31,Credit,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,Withdrawal,ATM,Groceries,334,7790,Home Loan,11/6/2020,23,2920.11,10/31/2019
491,,7/26/2020,4421.69,Credit,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,Withdrawal,ATM,Entertainment,756,8532,Personal Loan,9/26/2019,7,3177.04,10/19/2020
492,,5/26/2020,1375.52,Credit,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,Withdrawal,ATM,Utilities,185,7290,Home Loan,1/24/2021,8,2773.97,2/22/2021
493,,6/27/2019,7974.6,Debit,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,Transfer,Retail,Entertainment,751,6069,Personal Loan,2/18/2019,17,3501.97,5/17/2021
494,,4/9/2019,2495.76,Debit,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,Withdrawal,Online,Groceries,728,1866,Home Loan,11/18/2020,31,2208.21,1/20/2019
495,,10/15/2020,499.66,Debit,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,Withdrawal,ATM,Utilities,638,4436,Home Loan,6/5/2020,4,280.41,2/7/2021
496,,2/16/2021,5426,Debit,tellus in sagittis dui vel nisl duis ac nibh fusce lacus,Transfer,Retail,Groceries,675,7691,Home Loan,8/1/2019,22,3741.44,5/18/2019
497,,6/12/2019,7355.49,Debit,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,Transfer,ATM,Groceries,625,2208,Personal Loan,10/30/2020,6,4003.36,2/6/2019
498,,1/8/2020,1997.62,Debit,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,Withdrawal,Online,Entertainment,116,8786,Personal Loan,6/7/2021,5,1547.93,11/10/2021
499,,7/30/2019,6625.99,Debit,mi integer ac neque duis bibendum morbi non quam nec dui,Withdrawal,Retail,Utilities,406,6989,Personal Loan,10/24/2021,16,2133.47,11/9/2020
500,,3/23/2020,3665.65,Credit,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,Purchase,Retail,Entertainment,435,6577,Personal Loan,3/12/2021,8,165.99,3/24/2021
501,,7/13/2021,3717.25,Debit,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,Transfer,Retail,Utilities,229,5105,Personal Loan,4/25/2019,16,2604.74,3/23/2019
502,,7/12/2021,274.6,Debit,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,Purchase,Online,Utilities,190,3345,Personal Loan,11/2/2020,20,171.91,9/9/2021
503,,2/27/2020,4316.36,Debit,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,Purchase,Retail,Groceries,399,6398,Home Loan,4/10/2021,20,4169.14,9/10/2021
504,,11/5/2020,654.37,Debit,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,Withdrawal,ATM,Utilities,758,1506,Home Loan,12/12/2019,26,1491.24,11/30/2019
505,,10/10/2020,7756.96,Credit,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,Purchase,ATM,Groceries,385,2216,Personal Loan,5/5/2019,11,2484.13,6/7/2021
506,,6/22/2019,4144.79,Debit,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,Withdrawal,Retail,Groceries,286,4440,Home Loan,11/27/2021,4,1323.77,11/15/2021
507,,4/20/2019,3512.8,Debit,eu massa donec dapibus duis at velit eu est congue elementum in,Purchase,Online,Groceries,507,5576,Personal Loan,7/31/2019,30,1175.82,9/4/2020
508,,5/22/2021,9364.26,Debit,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,Transfer,Retail,Groceries,632,1473,Personal Loan,9/27/2020,8,2806.26,4/24/2019
509,,7/2/2021,8990.99,Debit,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,Purchase,ATM,Groceries,756,6250,Home Loan,8/23/2020,19,793.74,3/30/2020
510,,12/9/2021,3021.75,Credit,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,Purchase,Retail,Groceries,405,1909,Home Loan,10/14/2019,22,3027.54,12/20/2020
511,,11/5/2021,7336.76,Debit,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,Transfer,Retail,Entertainment,932,2727,Home Loan,5/22/2020,6,2578.22,3/10/2019
512,,8/23/2020,7570.15,Debit,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,Withdrawal,Online,Groceries,250,8637,Personal Loan,9/10/2021,8,3558.14,2/15/2021
513,,5/7/2019,1818.18,Debit,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,Transfer,ATM,Utilities,299,6683,Personal Loan,4/27/2019,23,1800.37,8/4/2021
514,,1/8/2020,9603.21,Credit,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,Withdrawal,Online,Groceries,306,5250,Personal Loan,9/19/2020,3,2128.92,7/18/2020
515,,9/6/2021,4010.02,Debit,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,Withdrawal,Retail,Utilities,714,1529,Personal Loan,4/2/2019,15,910.73,2/8/2019
516,,2/22/2020,849.11,Debit,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,Transfer,Online,Utilities,950,3587,Personal Loan,10/8/2020,6,118.04,10/10/2019
517,,10/16/2020,5266.72,Credit,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,Withdrawal,Online,Utilities,344,2897,Home Loan,1/4/2020,27,3000.15,4/27/2019
518,,1/17/2020,53.57,Debit,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,Purchase,ATM,Entertainment,906,7406,Personal Loan,2/29/2020,18,3265.89,7/10/2020
519,,9/27/2021,3729.14,Debit,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,Transfer,ATM,Groceries,156,3646,Personal Loan,12/17/2019,4,4656.61,9/24/2020
520,,5/11/2020,6483.7,Credit,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,Transfer,Retail,Groceries,167,6529,Home Loan,2/19/2020,29,39.2,5/7/2019
521,,11/8/2021,394.5,Credit,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,Transfer,ATM,Groceries,480,2819,Personal Loan,3/27/2020,22,736.33,6/9/2021
522,,7/20/2019,9426.35,Credit,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,Withdrawal,Online,Utilities,888,6118,Home Loan,10/10/2019,2,1899.69,5/16/2020
523,,10/22/2021,5820.86,Credit,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,Withdrawal,Retail,Utilities,481,3131,Personal Loan,4/30/2019,3,406.42,4/9/2020
524,,8/2/2021,4051.32,Debit,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,Purchase,Online,Groceries,803,7013,Home Loan,9/3/2021,7,3438.2,11/10/2021
525,,8/5/2020,2881.01,Credit,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,Purchase,Online,Groceries,165,6192,Home Loan,11/11/2020,30,2980.34,12/2/2019
526,,8/20/2019,8437.83,Credit,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,Purchase,Online,Entertainment,201,4578,Home Loan,12/1/2021,23,2133.65,7/8/2021
527,,1/6/2021,8884.3,Credit,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,Transfer,Online,Entertainment,102,3622,Home Loan,7/10/2019,2,58.86,12/7/2021
528,,4/25/2020,7425.43,Credit,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,Withdrawal,ATM,Utilities,941,2225,Home Loan,4/14/2021,14,4029.22,7/22/2021
529,,4/13/2021,3272.35,Debit,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,Withdrawal,Retail,Entertainment,881,5472,Personal Loan,1/23/2020,9,3472.86,4/18/2021
530,,7/12/2020,293.21,Credit,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,Withdrawal,Retail,Entertainment,260,7436,Personal Loan,11/14/2021,9,1620.71,1/9/2020
531,,11/24/2019,9059.41,Credit,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,Transfer,Retail,Utilities,221,2310,Personal Loan,10/24/2021,10,4799.44,9/27/2019
532,,6/29/2021,1789.49,Credit,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,Withdrawal,Online,Entertainment,796,3331,Home Loan,12/6/2020,4,3064.64,1/30/2019
533,,4/18/2019,9966.38,Credit,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,Withdrawal,Online,Groceries,265,4949,Personal Loan,11/19/2020,26,2242.93,8/17/2021
534,,11/19/2019,7340.95,Debit,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,Purchase,Online,Entertainment,815,4740,Home Loan,10/5/2020,24,860.54,2/6/2021
535,,1/4/2021,100.31,Debit,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,Withdrawal,Online,Utilities,559,7298,Personal Loan,12/23/2021,20,3709.34,6/22/2020
536,,7/23/2020,3256.85,Debit,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,Purchase,Online,Entertainment,368,7722,Home Loan,9/14/2021,18,4355.94,3/24/2019
537,,8/22/2020,1666.31,Credit,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,Purchase,Online,Entertainment,241,8856,Home Loan,1/5/2019,17,1656.35,7/20/2020
538,,7/18/2019,4471.82,Credit,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,Transfer,ATM,Utilities,597,5554,Home Loan,5/19/2019,17,3958.13,5/6/2019
539,,3/9/2019,8986.04,Debit,in ante vestibulum ante ipsum primis in faucibus orci luctus,Purchase,Retail,Utilities,235,1047,Personal Loan,8/28/2019,24,2650.28,10/1/2019
540,,7/13/2019,9293.23,Credit,ligula suspendisse ornare consequat lectus in est risus auctor sed,Withdrawal,Retail,Utilities,164,4137,Personal Loan,11/11/2021,3,4931.97,6/24/2021
541,,8/20/2020,2102.47,Debit,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,Withdrawal,ATM,Groceries,656,3495,Home Loan,7/24/2020,17,4477.73,4/7/2021
542,,6/12/2020,5663.01,Credit,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,Transfer,Online,Entertainment,906,9676,Personal Loan,12/10/2020,16,2924.79,6/21/2021
543,,3/13/2019,2267.11,Debit,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,Transfer,Retail,Groceries,339,2122,Personal Loan,3/4/2020,22,2892.02,1/28/2019
544,,7/31/2020,4212.73,Debit,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,Transfer,ATM,Groceries,738,2898,Personal Loan,10/30/2020,2,3182.04,3/12/2020
545,,3/28/2021,4173.7,Debit,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,Withdrawal,Online,Utilities,663,5923,Personal Loan,7/2/2021,5,2707.23,7/6/2020
546,,6/5/2019,7028.25,Debit,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,Transfer,Online,Groceries,675,6650,Home Loan,11/19/2021,23,3271.46,7/13/2021
547,,8/31/2021,4010.4,Credit,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,Purchase,Retail,Groceries,179,2000,Home Loan,9/13/2021,23,4119.32,8/26/2020
548,,7/15/2019,4011.59,Debit,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,Purchase,Retail,Groceries,229,8620,Home Loan,4/15/2021,24,2972.56,8/25/2020
549,,3/12/2019,4055.56,Credit,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,Transfer,Online,Utilities,401,6345,Personal Loan,12/2/2021,22,4803.93,11/22/2021
550,,2/26/2019,8430.13,Debit,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,Withdrawal,ATM,Utilities,165,7146,Home Loan,5/1/2019,7,3506.59,2/27/2021
551,,8/13/2021,5780.09,Debit,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,Transfer,Retail,Utilities,869,1257,Personal Loan,7/26/2020,17,2020.74,12/17/2020
552,,2/3/2019,6007.89,Credit,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,Withdrawal,ATM,Utilities,197,4795,Home Loan,6/13/2019,25,1714.3,7/16/2020
553,,7/20/2020,3330.68,Debit,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,Purchase,Online,Utilities,704,3452,Personal Loan,7/15/2021,15,2483.53,6/3/2020
554,,11/26/2020,8038.16,Debit,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,Transfer,ATM,Groceries,463,4946,Home Loan,8/4/2021,16,1209.89,8/13/2020
555,,7/14/2021,8885.97,Debit,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,Transfer,ATM,Entertainment,575,6657,Personal Loan,1/22/2019,31,2154.79,6/6/2019
556,,4/25/2020,83.14,Debit,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,Withdrawal,Retail,Utilities,277,6161,Personal Loan,6/3/2020,22,1415.6,2/20/2019
557,,10/22/2021,2763.87,Debit,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,Purchase,ATM,Utilities,147,8133,Home Loan,7/6/2021,2,4279.71,4/18/2021
558,,7/6/2019,9835.65,Debit,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,Purchase,Retail,Groceries,683,4471,Home Loan,12/12/2019,13,864.75,10/28/2020
559,,10/3/2019,8336.87,Debit,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,Transfer,Retail,Groceries,717,9568,Personal Loan,12/24/2020,31,2381.14,2/19/2021
560,,2/2/2021,6787.9,Debit,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,Purchase,Online,Entertainment,596,6335,Home Loan,7/2/2020,14,4294.45,6/30/2020
561,,7/16/2019,3564.71,Debit,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,Transfer,Retail,Entertainment,193,2176,Personal Loan,4/10/2020,5,3453.04,9/17/2021
562,,12/30/2021,5458.78,Debit,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,Withdrawal,Retail,Utilities,919,7372,Home Loan,5/20/2021,21,1711.9,10/24/2021
563,,7/15/2021,3229.39,Credit,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,Transfer,Online,Utilities,837,5732,Home Loan,7/2/2021,25,3016.77,1/11/2020
564,,6/2/2021,7053.71,Debit,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,Transfer,Online,Entertainment,102,4564,Home Loan,10/7/2019,28,1858.42,5/10/2019
565,,7/23/2021,7581.92,Debit,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,Purchase,Online,Groceries,764,5938,Personal Loan,1/13/2019,7,962.14,11/4/2019
566,,7/5/2020,4066.96,Credit,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,Purchase,Retail,Entertainment,304,7185,Home Loan,9/13/2021,5,2418.49,3/26/2021
567,,4/14/2020,9219.2,Credit,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,Transfer,Retail,Groceries,951,4368,Personal Loan,11/26/2021,29,1314.01,7/9/2021
568,,8/31/2020,2453.74,Credit,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id,Withdrawal,Online,Groceries,760,2855,Personal Loan,9/22/2019,31,1782.73,4/7/2019
569,,7/20/2021,2241.64,Credit,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,Transfer,Retail,Groceries,891,3594,Home Loan,8/13/2021,15,769.63,10/2/2021
570,,9/10/2019,5933.79,Debit,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,Withdrawal,ATM,Groceries,276,5320,Home Loan,4/8/2019,10,1136.84,10/12/2019
571,,2/2/2021,971.49,Credit,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,Withdrawal,Retail,Utilities,224,4754,Personal Loan,4/15/2021,25,212.15,7/20/2019
572,,8/1/2019,3173.04,Credit,integer pede justo lacinia eget tincidunt eget tempus vel pede,Purchase,Retail,Utilities,506,5965,Personal Loan,3/23/2019,9,180.71,10/17/2021
573,,4/23/2019,9960.23,Credit,mi in porttitor pede justo eu massa donec dapibus duis at,Transfer,Retail,Utilities,494,8329,Home Loan,12/3/2020,9,4987.39,5/21/2020
574,,4/19/2020,4224.32,Debit,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,Withdrawal,Retail,Utilities,816,7159,Home Loan,12/18/2019,30,1278.68,11/27/2019
575,,7/13/2019,1298.42,Debit,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,Withdrawal,Retail,Groceries,721,9710,Personal Loan,7/2/2020,13,687.85,10/15/2019
576,,6/1/2019,4008.91,Credit,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,Withdrawal,ATM,Groceries,651,7870,Personal Loan,12/17/2019,4,1867.29,7/21/2021
577,,4/2/2021,9305.36,Credit,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,Withdrawal,Online,Utilities,568,1049,Home Loan,3/22/2021,31,1130.68,10/2/2019
578,,8/9/2020,4856.9,Debit,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,Transfer,Retail,Utilities,119,4637,Home Loan,5/7/2021,31,1319.99,11/15/2021
579,,1/7/2020,7192.98,Debit,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,Withdrawal,ATM,Groceries,800,8972,Home Loan,6/30/2019,23,2228.76,6/4/2019
580,,4/12/2021,2948.22,Credit,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,Transfer,Retail,Utilities,429,7913,Personal Loan,3/29/2019,25,2977.06,4/23/2020
581,,5/7/2019,5931.93,Credit,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,Transfer,Online,Groceries,518,2840,Personal Loan,5/10/2021,1,3592.94,9/12/2019
582,,9/18/2019,8009.85,Credit,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,Withdrawal,ATM,Entertainment,475,5004,Home Loan,8/3/2019,1,2561.4,12/16/2021
583,,3/15/2020,7579.65,Credit,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,Withdrawal,Online,Utilities,474,1332,Personal Loan,5/9/2020,8,2948.01,10/30/2020
584,,1/21/2019,2228.52,Debit,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,Purchase,ATM,Utilities,908,7059,Home Loan,5/6/2019,12,642.56,1/20/2021
585,,1/2/2021,6256.08,Credit,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,Withdrawal,Retail,Entertainment,892,8730,Personal Loan,10/7/2021,30,4581.96,6/12/2020
586,,4/28/2019,8467.01,Credit,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,Withdrawal,Online,Entertainment,356,7027,Home Loan,8/30/2019,25,3462.46,4/26/2021
587,,1/29/2019,5089.56,Credit,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,Purchase,Online,Groceries,839,6390,Personal Loan,11/13/2019,4,2593.94,9/27/2020
588,,11/19/2020,8483.2,Debit,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,Purchase,ATM,Groceries,494,9376,Home Loan,6/2/2020,4,4474.48,1/31/2020
589,,11/11/2021,6682.28,Debit,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,Withdrawal,ATM,Utilities,681,8887,Home Loan,10/4/2019,15,392.69,11/25/2019
590,,2/11/2020,7783.28,Debit,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,Purchase,ATM,Entertainment,583,7663,Personal Loan,6/10/2019,2,4368.23,2/3/2020
591,,4/8/2020,3999.12,Debit,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,Withdrawal,Retail,Groceries,526,7966,Personal Loan,11/9/2021,16,3261.77,1/30/2019
592,,2/5/2020,8519.5,Credit,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,Withdrawal,Online,Utilities,740,2953,Home Loan,11/23/2021,5,558.76,1/12/2019
593,,5/9/2021,2455.64,Debit,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,Transfer,ATM,Groceries,568,6355,Home Loan,3/20/2020,15,1282.61,6/15/2021
594,,4/18/2019,2749.17,Credit,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,Purchase,Retail,Entertainment,846,3892,Home Loan,1/15/2019,17,1299.61,5/4/2019
595,,1/11/2021,5374.37,Debit,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,Transfer,ATM,Groceries,590,6697,Home Loan,6/26/2020,9,2079.46,10/6/2021
596,,7/19/2020,8544.48,Credit,velit id pretium iaculis diam erat fermentum justo nec condimentum neque,Purchase,Online,Utilities,704,1335,Home Loan,10/20/2021,5,615.38,2/16/2019
597,,11/11/2020,4526.07,Credit,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,Withdrawal,Online,Entertainment,986,3978,Home Loan,5/9/2021,16,4808.26,7/27/2019
598,,12/16/2019,4952.34,Debit,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,Withdrawal,Retail,Entertainment,678,5324,Personal Loan,9/6/2020,16,1339.97,7/28/2019
599,,8/1/2019,2450.36,Credit,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,Purchase,Online,Utilities,864,7533,Personal Loan,12/22/2019,18,2195,4/4/2020
600,,4/7/2019,8289.8,Credit,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,Purchase,Online,Groceries,569,7926,Home Loan,1/29/2020,5,1212.21,10/3/2021
601,,3/31/2020,6107.69,Debit,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,Withdrawal,ATM,Groceries,321,9235,Personal Loan,11/30/2019,13,2666.96,9/12/2020
602,,2/22/2021,9557.5,Credit,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,Transfer,Retail,Groceries,725,8792,Personal Loan,1/26/2020,6,1005.04,7/27/2021
603,,9/20/2019,6520.41,Debit,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,Withdrawal,Online,Groceries,106,1709,Home Loan,12/28/2020,15,527.11,1/9/2019
604,,11/23/2021,56.26,Credit,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,Withdrawal,Online,Entertainment,327,4060,Home Loan,6/11/2021,22,4694.84,2/10/2019
605,,11/11/2019,1092.46,Debit,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,Purchase,ATM,Groceries,726,5397,Personal Loan,2/7/2020,22,4543.17,1/23/2020
606,,1/6/2021,1608.71,Debit,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,Transfer,Online,Utilities,861,8920,Home Loan,5/17/2021,29,3245.72,10/29/2021
607,,9/25/2019,134.33,Credit,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,Withdrawal,Online,Utilities,923,6364,Personal Loan,8/15/2019,26,1275.57,9/28/2019
608,,12/28/2021,5208.7,Credit,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,Purchase,Retail,Utilities,921,2510,Personal Loan,3/31/2021,18,2041.65,7/13/2019
609,,11/13/2021,5649.57,Credit,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,Withdrawal,ATM,Utilities,775,3660,Personal Loan,1/23/2019,11,4132.01,9/26/2019
610,,6/15/2021,1162.85,Credit,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,Transfer,Retail,Utilities,529,8337,Home Loan,10/14/2021,27,250.33,5/31/2020
611,,11/15/2020,8011.78,Credit,consequat morbi a ipsum integer a nibh in quis justo,Withdrawal,ATM,Utilities,759,1694,Home Loan,5/15/2021,2,1189.47,12/11/2020
